ASN,domains
209040,149
196816,149
30549,149
10212,149
210311,149
39907,149
8902,149
208555,149
41872,149
10747,148
197879,148
207059,148
34457,148
31220,148
21930,148
132484,148
206163,148
267841,148
54614,148
207995,148
215708,148
17289,148
47438,148
41203,148
201776,148
211600,148
7529,148
61015,148
201014,148
28731,148
134044,148
19404,148
10947,148
34493,148
14217,148
51812,148
45543,148
14860,148
207388,148
47440,147
34524,147
42692,147
6510,147
266594,147
136994,147
22065,147
132513,147
328884,147
57712,147
46023,147
29072,147
207026,147
39120,147
396924,147
41969,147
28875,147
215939,147
57873,147
1205,147
49296,147
22689,147
45528,146
2494,146
29170,146
1706,146
48954,146
135205,146
199335,146
139154,146
19406,146
34234,146
42349,146
8899,146
13754,146
2715,146
6306,146
17845,146
24122,146
36481,146
60823,146
200430,146
17716,146
214836,146
62365,146
35383,146
52073,146
15517,146
48061,146
216425,145
557,145
63526,145
29633,145
9104,145
202791,145
51527,145
57208,145
393571,145
27358,145
393458,145
209021,145
20597,145
20417,145
44832,145
11110,145
60979,145
215707,145
28177,145
207187,145
49993,145
33283,145
328854,145
133667,145
36734,145
37358,145
7387,145
47191,145
17983,145
63590,145
142314,145
215161,145
6479,145
39184,145
200139,145
140073,145
26609,145
272816,144
28258,144
50341,144
207021,144
204609,144
16117,144
59134,144
44244,144
327806,144
50716,144
204769,144
47818,144
214119,144
265171,144
51819,144
209630,144
15153,144
6858,144
17151,144
50667,144
16611,144
62077,144
204165,144
12615,144
395153,144
215419,144
12835,144
59655,144
11888,143
9042,143
6493,143
149098,143
15263,143
206322,143
1547,143
22931,143
132510,143
60895,143
27953,143
17293,143
30325,143
54391,143
135663,143
208959,143
23818,143
29605,143
197497,143
206149,143
213893,143
60630,143
42466,143
64080,143
209956,143
57008,143
216451,143
52041,143
397138,143
328051,143
399898,143
17559,143
25055,143
198032,143
197558,143
51004,142
51233,142
328676,142
48235,142
269755,142
61293,142
22403,142
393802,142
13118,142
149145,142
5532,142
33504,142
151952,142
197008,142
9488,142
3738,142
48524,142
34426,142
137286,142
211180,142
13857,142
205071,142
41557,142
34120,142
40715,142
3201,142
14852,142
42579,142
21549,142
33796,142
59862,142
26,142
33470,142
211768,142
27665,141
49223,141
41562,141
213514,141
16267,141
45023,141
198524,141
60168,141
201817,141
29061,141
206260,141
140124,141
19752,141
58273,141
53070,141
13341,141
12282,141
27742,141
198239,141
21592,141
210224,141
9544,141
62010,141
44140,141
51616,141
20794,141
400381,141
42518,141
16796,140
200183,140
43667,140
54826,140
44509,140
207904,140
43211,140
23094,140
25100,140
30790,140
21487,140
215670,140
37110,140
25817,140
50903,140
399014,140
7131,140
48176,140
45780,140
138754,140
50494,140
205299,140
48945,140
57948,140
51178,140
3685,140
41701,140
265615,140
61002,140
152225,140
50128,140
207695,140
61599,139
53274,139
273217,139
51898,139
34781,139
5563,139
35237,139
208606,139
44593,139
24088,139
49787,139
49515,139
18556,139
16652,139
49402,139
398700,139
201867,139
397710,139
35618,139
213925,139
401263,139
44656,139
34431,139
212047,139
11086,139
28250,139
23923,139
204878,139
47713,139
37564,138
7896,138
47119,138
198795,138
209567,138
27021,138
135961,138
197765,138
262456,138
35125,138
35362,138
210044,138
11721,138
3323,138
62785,138
50614,138
209406,138
327901,138
37031,138
31214,138
21040,138
204025,138
30221,138
60528,138
35021,138
9873,137
22989,137
395219,137
208453,137
210770,137
43722,137
55032,137
32890,137
58305,137
40588,137
11286,137
131349,137
206861,137
50819,137
49472,137
207043,137
13748,137
14888,137
45768,137
197227,137
49403,137
212247,137
29979,137
55220,137
24558,137
204154,137
207799,137
16076,137
19512,137
197357,137
23951,136
34722,136
43608,136
204357,136
397630,136
46416,136
39602,136
33345,136
225,136
57193,136
29329,136
32885,136
398025,136
12701,136
53455,136
9814,136
38185,136
43314,136
5409,136
57480,136
140050,136
138868,136
394868,136
18462,136
21989,136
25933,136
60656,136
1226,136
50187,136
12798,136
202975,136
28338,136
393631,136
43030,136
205171,136
131596,135
24635,135
59444,135
207280,135
42889,135
32160,135
39662,135
264559,135
16470,135
25139,135
135130,135
24728,135
52698,135
12840,135
40605,135
18758,135
46093,135
400587,135
131426,135
3713,135
395571,135
43751,135
802,135
12491,135
14813,135
29319,135
264984,135
136255,135
210849,134
50469,134
203068,134
44386,134
8111,134
205714,134
215812,134
21570,134
43509,134
35990,134
20229,134
197604,134
49102,134
38987,134
13638,134
11835,134
51572,134
63242,134
25373,134
56202,134
19323,134
17990,134
17754,134
48294,134
199478,134
20893,134
206556,134
57111,134
6863,134
29643,133
27268,133
2060,133
41421,133
53938,133
34169,133
47626,133
13174,133
36443,133
327861,133
46,133
39364,133
9108,133
396479,133
51960,133
212755,133
206854,133
29773,133
20915,133
206980,133
214526,133
271814,133
31832,133
42280,133
34755,133
20194,133
266390,133
197834,133
216169,133
2833,133
208191,133
215147,133
25365,133
21564,133
134303,133
3582,132
12468,132
43103,132
49784,132
54542,132
21367,132
36962,132
38744,132
202691,132
62290,132
198541,132
49289,132
211112,132
269346,132
139688,132
202465,132
45223,132
44769,132
202921,132
39414,132
60238,132
62605,132
49866,132
55066,132
396257,132
57348,132
5482,132
12204,132
19224,131
207430,131
134761,131
201825,131
42034,131
262218,131
398928,131
396420,131
272015,131
201746,131
138943,131
57317,131
401504,131
5788,131
47406,131
395037,131
7212,131
53525,131
33986,131
28517,131
215138,131
14713,131
17310,131
55,131
204478,131
2846,131
57287,131
44369,131
49034,130
8649,130
35538,130
18474,130
12005,130
24656,130
204273,130
26607,130
7718,130
50598,130
397005,130
204886,130
11084,130
14337,130
137095,130
205834,130
201009,130
50198,130
211597,130
138029,130
22438,130
13429,130
153250,130
199250,130
15997,130
19855,130
197829,129
34245,129
212225,129
12131,129
203964,129
13860,129
136943,129
47724,129
134543,129
7054,129
395214,129
18150,129
197083,129
58944,129
58073,129
216093,129
36374,129
396956,129
24819,129
215114,129
33478,129
49821,129
212263,129
57060,129
20618,129
31317,129
29764,129
213162,129
22693,128
199296,128
37604,128
61506,128
41811,128
199296,128
4927,128
198100,128
206557,128
49179,128
22693,128
51061,128
15844,128
135885,128
15953,128
133889,128
17693,128
216151,128
35241,128
16047,128
18986,128
48574,128
22632,128
56713,128
29828,128
26845,128
32867,128
63731,128
262295,128
30619,128
37604,128
25367,128
35542,128
41811,128
61506,128
31163,128
198468,128
212688,128
18451,128
264396,128
7078,127
11279,127
33662,127
48153,127
26306,127
34987,127
38701,127
15660,127
213285,127
13360,127
35645,127
13821,127
262968,127
56340,127
209256,127
40786,127
41938,127
9249,127
33951,127
44545,127
131390,127
197029,127
22937,127
1798,127
30803,127
21465,127
61110,127
29775,127
12935,127
31184,127
216277,127
199083,127
5639,127
212651,127
10837,127
213050,126
48304,126
21099,126
11834,126
611,126
38415,126
208457,126
133037,126
209071,126
38611,126
153996,126
10938,126
60376,126
64047,126
327814,126
29529,126
12321,126
52471,126
49375,126
11319,126
36502,126
137425,126
132369,126
17012,126
204105,126
39921,126
11081,125
398772,125
6482,125
13796,125
59364,125
201735,125
49703,125
198864,125
32457,125
3794,125
51162,125
208367,125
44714,125
24836,125
15065,125
2457,125
5547,125
42848,125
63487,125
51035,125
61297,125
205199,125
59110,125
43427,125
56696,125
3660,125
394996,125
6112,125
26803,125
212109,125
199829,125
57507,125
139995,125
41269,125
22804,125
42622,125
4201,125
21173,125
42008,125
25581,124
26480,124
46546,124
60274,124
204912,124
25645,124
35480,124
16001,124
150828,124
135895,124
13173,124
64435,124
30990,124
48822,124
49650,124
32736,124
19797,124
47492,124
7020,124
16880,124
30528,124
151817,124
13793,124
400384,124
54381,124
149837,124
11656,123
23773,123
209016,123
28458,123
132791,123
398766,123
54478,123
42760,123
201961,123
17727,123
27669,123
400799,123
211791,123
58768,123
48417,123
8774,123
27887,123
11496,123
62882,123
51369,123
46303,123
14725,123
17072,123
205915,123
327926,123
25853,123
36542,123
10269,123
327941,123
17452,123
51677,123
24187,123
18950,123
208957,122
38390,122
400427,122
42010,122
50348,122
44807,122
41786,122
396975,122
8453,122
154177,122
141742,122
1307,122
36252,122
5661,122
17492,122
399016,122
135139,122
215599,122
203126,122
135153,122
212301,122
30685,122
25306,122
3709,122
62250,122
11901,122
203441,122
58418,122
41268,122
21719,122
328948,122
29100,122
149948,122
50782,122
20100,122
208179,122
49107,122
32454,122
23735,121
204688,121
15594,121
22070,121
30520,121
59615,121
328301,121
17948,121
29162,121
209061,121
202709,121
39824,121
35271,121
210695,121
26955,121
50347,121
8675,121
10080,121
209583,121
57878,121
40062,121
35336,121
1101,121
35698,121
23750,121
149424,121
393397,121
199152,121
2590,121
50124,121
200923,121
1114,121
30689,121
137517,121
59850,121
141987,121
23949,121
153228,120
202237,120
55022,120
3240,120
204738,120
262355,120
47568,120
131539,120
25022,120
211052,120
59933,120
18419,120
199405,120
3225,120
41110,120
42873,120
28773,120
42343,120
197075,120
12024,120
11951,120
51009,120
14677,120
206276,120
16524,120
208316,120
31615,120
199235,120
131267,120
23932,120
11090,120
210474,120
34883,120
17975,120
31726,120
49234,120
29852,120
52317,119
13625,119
7046,119
400409,119
42774,119
20062,119
16592,119
10930,119
20257,119
135848,119
37898,119
33198,119
198965,119
20742,119
12794,119
212865,119
264582,119
23049,119
2103,119
212117,119
398496,119
328181,119
206314,119
50335,119
19350,119
41471,119
52013,119
198345,119
211659,119
210909,119
213885,119
152718,119
6949,119
264806,119
59878,119
10292,119
7366,119
327987,119
328154,119
41560,119
4459,119
20722,119
14378,119
12597,118
141643,118
202671,118
205724,118
265994,118
48573,118
2701,118
20590,118
62856,118
206774,118
6102,118
213478,118
1776,118
210920,118
57356,118
131357,118
53161,118
44238,118
40010,118
13904,118
4452,118
47314,118
13614,118
22446,118
42892,118
33576,118
57251,118
197099,118
50324,118
141757,118
24645,118
197898,118
3363,118
3778,118
55894,118
397504,118
8440,118
202499,118
199727,118
41088,118
54769,118
39440,118
27203,118
203851,118
40412,118
1054,118
22898,118
13249,118
203466,118
4528,118
203119,118
25932,118
204704,118
24204,118
17025,117
33668,117
210267,117
36983,117
17809,117
40127,117
263263,117
205712,117
43568,117
31236,117
16531,117
212271,117
19398,117
47143,117
198131,117
278,117
39116,117
14014,117
208569,117
50733,117
131127,117
206791,117
133334,117
13825,117
20981,117
398160,117
24556,117
50544,117
205677,117
57342,117
53414,117
39007,117
8190,117
24607,117
56304,117
396878,116
153447,116
56631,116
8258,116
153413,116
56190,116
13205,116
27796,116
34137,116
209282,116
205395,116
45644,116
28075,116
12842,116
26338,116
395075,116
63914,116
26934,116
32695,116
39857,116
23265,116
328672,116
17023,116
38203,116
151368,116
327809,116
199215,116
214560,116
150900,116
28788,116
208195,116
136835,116
48326,116
60455,116
46892,116
21039,116
34442,116
140736,116
28629,115
61155,115
51175,115
201697,115
45536,115
34267,115
264714,115
48447,115
34019,115
47914,115
7849,115
60323,115
25384,115
18676,115
26921,115
1124,115
203897,115
47655,115
28178,115
30013,115
37739,115
12515,115
16643,115
59869,115
137945,115
46872,115
62183,115
20303,115
394844,115
46595,115
43248,115
16378,115
13332,115
23686,115
62156,115
57099,115
44620,115
25538,115
211899,115
35900,115
3663,115
1249,115
204914,115
43009,115
215467,115
36111,115
20764,115
10367,114
18088,114
328732,114
17554,114
32118,114
44932,114
17698,114
49290,114
197217,114
54926,114
42221,114
53017,114
16971,114
204453,114
31204,114
29156,114
273508,114
136465,114
1832,114
200134,114
51436,114
34578,114
207538,114
49469,114
48620,114
35485,114
11700,114
40428,114
43242,114
13654,114
57305,114
213053,114
25125,114
12,114
50394,114
37130,114
36534,114
55391,114
25012,114
33548,114
149085,114
200071,114
215096,113
50181,113
60153,113
30481,113
45400,113
42425,113
56745,113
35409,113
43201,113
29465,113
10695,113
40981,113
42017,113
201683,113
7800,113
2707,113
20267,113
53486,113
33093,113
37642,113
397690,113
31937,113
46906,113
46552,113
48984,113
272996,113
55129,113
22950,113
22593,113
56456,113
13695,113
35608,113
209992,113
3332,113
213323,113
41710,113
397790,113
202940,113
150873,113
31983,113
401415,113
198412,113
28886,113
262526,113
2012,113
27392,112
140637,112
12178,112
203622,112
33544,112
396292,112
159,112
40475,112
199587,112
198282,112
216104,112
60365,112
49410,112
50367,112
52145,112
31065,112
19254,112
2036,112
7243,112
197307,112
59462,112
198706,112
60501,112
393775,112
399647,112
199420,112
15391,112
41925,112
17813,112
55905,112
50971,112
61394,112
45058,112
133187,112
44056,112
12298,112
35678,112
38903,111
51978,111
37353,111
15128,111
57623,111
134076,111
328327,111
45270,111
198101,111
10320,111
51203,111
14005,111
25406,111
30003,111
12159,111
398491,111
215588,111
196654,111
44370,111
22711,111
12362,111
39812,111
42683,111
42765,111
59828,111
400213,111
204911,111
58821,111
23487,111
8847,111
139945,111
200849,111
12443,111
62949,111
13227,111
13499,111
25115,111
11271,111
42369,111
15340,111
13056,111
36815,111
111,111
202809,111
393568,110
41543,110
47790,110
21766,110
42611,110
21296,110
153271,110
47977,110
206157,110
33287,110
28399,110
199490,110
55145,110
31165,110
394821,110
394336,110
204958,110
47569,110
151660,110
20805,110
62862,110
9297,110
200794,110
262486,110
33868,110
201261,110
206341,110
16942,110
206497,110
11499,110
26223,110
4049,110
49491,110
51890,110
9650,110
201854,109
134856,109
16875,109
202678,109
203584,109
61060,109
20665,109
7871,109
328991,109
43854,109
51032,109
213843,109
205132,109
7247,109
133612,109
39719,109
210081,109
45469,109
50868,109
21391,109
140096,109
28667,109
57706,109
135375,109
135606,109
35487,109
17318,109
11808,108
28026,108
138633,108
216194,108
8978,108
54766,108
207714,108
213094,108
328399,108
22904,108
29389,108
8000,108
198167,108
31444,108
37678,108
395173,108
202215,108
32323,108
202062,108
393442,108
203059,108
213753,108
49493,108
23916,108
49976,108
50284,108
399122,108
216385,108
10271,108
53347,108
215339,108
27740,108
41849,108
398781,108
196873,108
56149,108
10405,108
12976,107
329067,107
37673,107
35115,107
2501,107
14112,107
5435,107
201589,107
209108,107
13781,107
9761,107
22136,107
8895,107
14235,107
138106,107
398448,107
202680,107
57476,107
38802,107
12346,107
40422,107
34636,107
35311,107
201216,107
40805,107
393619,107
134985,107
40246,107
15716,107
11475,107
60502,107
212774,107
35004,107
46293,107
17564,107
43916,107
270055,107
41623,107
197482,107
215016,107
37436,107
21026,106
214651,106
3482,106
39556,106
16717,106
199020,106
48452,106
9694,106
202737,106
197920,106
30725,106
44506,106
396993,106
35264,106
205046,106
9199,106
29107,106
131207,106
215728,106
48345,106
141898,106
37403,106
134967,106
42555,106
132808,106
31438,106
211325,106
21632,106
57013,106
39232,106
13307,106
62998,106
211560,106
209474,106
48416,106
199072,106
3724,106
393856,106
210653,106
35003,106
43646,106
213852,106
38788,106
37697,105
45557,105
43653,105
33604,105
202230,105
52336,105
23155,105
62659,105
5702,105
44919,105
136609,105
31241,105
21188,105
22113,105
201986,105
33134,105
36291,105
30641,105
49696,105
13845,105
25958,105
43012,105
43478,105
216134,105
395479,105
63061,105
25455,105
206192,105
149125,105
10967,105
45294,105
12844,105
21271,105
54936,105
16519,105
397468,105
30348,105
38705,105
10599,105
62105,104
206347,104
198371,104
264773,104
24527,104
14663,104
141771,104
17274,104
396480,104
33570,104
394923,104
215845,104
213186,104
30634,104
15661,104
140817,104
55016,104
132925,104
9076,104
11995,104
42100,104
42109,104
29687,104
12455,104
7629,104
208508,104
3296,104
328785,104
140925,104
14827,104
51915,104
41242,104
211384,104
12148,104
29485,104
46622,104
36974,104
53488,104
33089,104
9678,104
50601,104
197767,104
54417,104
64478,104
18002,104
199938,103
13325,103
35594,103
29899,103
199662,103
53435,103
133606,103
5110,103
52839,103
197678,103
210779,103
9605,103
17089,103
20310,103
208486,103
34530,103
54332,103
204172,103
4511,103
19881,103
38583,103
33397,103
150821,103
53975,103
135697,103
12687,103
199468,103
46342,103
60673,103
39001,103
16922,103
270516,103
140114,103
49125,103
31886,103
10279,103
39668,103
201211,103
39587,103
50166,103
6262,103
37294,103
198076,103
25797,103
397673,103
206876,102
8819,102
215633,102
29944,102
45269,102
49383,102
49949,102
55184,102
147049,102
206928,102
30320,102
136623,102
202616,102
11676,102
198508,102
202004,102
50050,102
19446,102
272266,102
21368,102
203204,102
6566,102
12903,102
26272,102
9693,102
16279,102
57363,102
32881,102
273683,102
200659,102
214325,102
25323,102
399606,102
44176,102
271504,102
138594,102
50794,102
398415,102
38916,102
23859,102
9226,102
17570,102
56570,102
44894,102
263660,102
138362,102
131367,102
18859,101
9559,101
16391,101
199155,101
34584,101
211751,101
43766,101
25190,101
59767,101
202669,101
47273,101
161,101
30787,101
6620,101
39568,101
207225,101
14454,101
214706,101
16143,101
12980,101
10421,101
8664,101
328888,101
25883,101
153950,101
30147,101
11668,101
46192,101
48602,101
150609,101
198455,101
57512,101
31,101
211856,101
214295,101
29190,101
270824,101
27795,101
265503,101
22987,101
12556,101
397969,101
41563,101
52286,101
205371,101
8360,101
26844,100
48440,100
12110,100
197890,100
200127,100
205300,100
46594,100
42162,100
10546,100
30165,100
23383,100
28787,100
133175,100
8920,100
23467,100
8491,100
25506,100
213200,100
34816,100
24909,100
3833,100
40076,100
34531,100
262513,100
211211,100
135887,100
32002,100
19684,100
197107,100
14473,100
263034,100
15630,100
20507,100
54097,100
203396,100
401298,100
263253,100
213796,100
215628,100
50888,100
42936,100
21256,100
24691,100
1415,100
196658,99
16062,99
41435,99
135947,99
137991,99
3571,99
200031,99
44934,99
6921,99
40973,99
38404,99
62205,99
198871,99
48139,99
214320,99
213173,99
47695,99
45711,99
5429,99
11190,99
151270,99
29122,99
60358,99
196750,99
203608,99
8302,99
34974,99
40470,99
39603,99
10819,99
39998,99
215740,99
136000,99
206999,99
23086,99
17667,99
59752,99
35526,99
9989,99
31151,99
328668,99
44646,99
134035,99
39948,99
4546,99
11489,99
400865,99
26357,99
397384,99
134904,98
207486,98
16744,98
41679,98
14818,98
197453,98
214256,98
4831,98
21478,98
11179,98
37385,98
7321,98
202618,98
61217,98
199535,98
21686,98
52455,98
394738,98
142005,98
45749,98
42638,98
215376,98
3855,98
267327,98
11512,98
56779,98
35640,98
30784,98
205807,98
10024,98
42777,98
394838,98
397973,98
50685,98
213785,98
134379,98
48972,98
6189,98
134419,98
264162,98
7939,98
13001,98
36913,98
206766,98
8364,98
62314,98
52941,98
16345,98
29178,97
5379,97
9433,97
36820,97
27839,97
204059,97
12481,97
398981,97
25764,97
46577,97
32587,97
28198,97
19149,97
25301,97
197790,97
9228,97
40844,97
13893,97
50477,97
29165,97
8291,97
43937,97
38735,97
9216,97
262729,97
45763,97
215762,97
12663,97
394077,97
39775,97
40511,97
55211,97
24278,97
43088,97
216145,97
49805,96
204887,96
45284,96
17895,96
1111,96
14043,96
203136,96
34614,96
201155,96
137634,96
51028,96
55102,96
43370,96
138051,96
203733,96
202966,96
8326,96
53886,96
5719,96
138296,96
11038,96
51784,96
50220,96
47548,96
268909,96
21721,96
26848,96
20653,96
33651,96
136183,96
205108,96
264,96
393999,96
5774,96
32746,96
38547,96
25486,96
204099,96
205053,96
22006,96
51500,96
35515,96
209588,96
31364,96
45786,96
197965,96
135512,96
32899,96
30312,96
41427,96
31877,96
269559,96
197862,96
15275,96
1967,95
13342,95
202217,95
51401,95
40761,95
393931,95
202991,95
215136,95
16698,95
199796,95
29702,95
132170,95
397803,95
208057,95
35223,95
15934,95
206944,95
208185,95
31566,95
29553,95
39156,95
25460,95
34960,95
53158,95
41827,95
19651,95
209014,95
49302,95
39273,95
35505,95
139063,95
49737,95
153347,95
21192,95
48467,95
2716,95
140244,95
51796,95
9712,95
29,95
3244,95
22180,95
205241,95
204171,95
64258,95
27720,95
4493,95
200059,95
27216,95
1286,95
3949,94
18111,94
210890,94
36556,94
202293,94
63405,94
62095,94
39028,94
50467,94
16604,94
131435,94
394972,94
34968,94
7473,94
208813,94
36596,94
42085,94
131634,94
2269,94
209637,94
203976,94
5425,94
43015,94
53999,94
45706,94
44712,94
268208,94
11562,94
207590,94
202282,94
270840,94
44843,94
197946,94
32808,94
40886,94
15640,94
41009,94
209468,94
26153,94
38496,94
26996,94
198154,94
51545,94
33567,94
136572,94
25829,94
45769,94
147196,93
43842,93
43995,93
263804,93
11398,93
15673,93
211740,93
201533,93
29263,93
39442,93
42347,93
8711,93
203808,93
38305,93
41325,93
28961,93
136799,93
49502,93
15106,93
16030,93
24809,93
199163,93
30881,93
47986,93
63427,93
200702,93
30452,93
205021,93
131584,93
27337,93
9215,93
14140,93
10996,93
36154,93
12847,93
40528,93
51399,93
35775,93
39305,93
38949,93
10921,93
204341,93
15399,93
26966,93
42239,93
48383,93
18705,93
9435,93
53791,93
210820,93
30816,93
26923,93
13183,93
262210,93
34691,93
131,93
205217,93
135654,93
13871,93
34858,93
62618,92
19709,92
21365,92
21378,92
49048,92
60024,92
13720,92
58046,92
215071,92
140883,92
14866,92
36907,92
196743,92
26365,92
12888,92
28327,92
9020,92
57608,92
61174,92
212738,92
32834,92
38716,92
39137,92
11288,92
32906,92
30782,92
57569,92
32848,92
213953,92
265694,92
14017,92
207718,92
41601,92
13167,92
394736,92
395257,92
48893,92
197204,92
138829,92
5783,92
52893,92
205184,92
58885,92
44377,92
58033,92
328227,92
132139,92
28394,92
62969,92
25846,92
213945,92
202204,92
47,91
209810,91
198386,91
6802,91
132147,91
31723,91
12208,91
142113,91
35401,91
60011,91
209930,91
58696,91
20135,91
8745,91
205449,91
42596,91
32621,91
200846,91
9902,91
24422,91
198325,91
205647,91
50904,91
51929,91
136432,91
207011,91
36600,91
397156,91
27263,91
262643,91
35370,91
43155,91
399482,91
199171,91
42300,91
31223,91
203890,91
213020,91
40459,91
393447,91
55039,91
3185,91
31431,91
19194,91
40266,91
35815,91
11942,91
132022,91
63330,91
60130,91
197258,91
19021,90
214311,90
9161,90
400466,90
11238,90
61900,90
199278,90
394270,90
134375,90
211466,90
214762,90
26068,90
47964,90
43634,90
204459,90
197999,90
138806,90
20283,90
136547,90
1412,90
51208,90
205716,90
58211,90
395311,90
206954,90
48070,90
29205,90
28585,90
206836,90
329272,90
34990,90
56951,90
51158,90
213118,90
20795,90
398413,90
17448,90
212236,90
59890,90
23084,90
31143,90
399518,90
55506,90
16876,90
23522,90
48920,90
46183,90
1970,90
209795,90
55309,90
265761,90
136334,90
213725,89
213999,89
1448,89
48257,89
32830,89
133301,89
4611,89
265064,89
34102,89
45039,89
15221,89
31213,89
52494,89
396271,89
9110,89
135869,89
45189,89
207056,89
400067,89
393950,89
41007,89
42344,89
202213,89
34443,89
10455,89
29682,89
33563,89
40442,89
36782,89
34271,89
198024,89
32740,89
48091,89
18895,89
28762,89
28594,89
19212,89
40749,89
62218,89
25409,89
140710,89
199997,89
398839,89
45854,89
8605,89
31394,89
11790,89
17516,89
33647,89
12145,89
209279,89
59272,89
10185,89
52228,89
395734,89
19643,89
55056,88
211507,88
15280,88
12788,88
198213,88
20798,88
208976,88
1161,88
198430,88
20776,88
397068,88
397575,88
49150,88
12533,88
398112,88
213221,88
18815,88
49172,88
22634,88
10214,88
53674,88
206339,88
395378,88
397422,88
274827,88
12883,88
49830,88
263539,88
196925,88
35158,88
50101,88
24852,88
60219,88
19137,88
12956,88
26202,88
55353,88
201099,88
56259,88
198813,88
19182,88
198934,88
393548,88
14335,88
393673,88
39113,88
41468,88
26097,88
216117,88
202664,88
270967,88
215334,88
10680,88
327726,87
46811,87
47096,87
134240,87
12557,87
21077,87
28087,87
214913,87
24663,87
34711,87
207151,87
215014,87
201642,87
18690,87
262239,87
58713,87
48540,87
11872,87
59675,87
47453,87
56747,87
3190,87
31004,87
6775,87
29302,87
62756,87
151645,87
58334,87
56701,87
263779,87
43244,87
137552,87
6203,87
1945,87
18624,87
46651,87
262714,87
20976,87
4961,87
154019,87
151196,87
205652,87
16545,87
43958,87
202619,87
44575,87
397433,87
50768,87
201481,87
209924,87
398544,86
27558,86
14148,86
198977,86
202075,86
30847,86
47016,86
204057,86
199812,86
52533,86
198944,86
198543,86
51661,86
58580,86
9426,86
198709,86
151901,86
3595,86
28381,86
38835,86
142430,86
268870,86
12099,86
22912,86
24880,86
19275,86
835,86
198324,86
21711,86
210630,86
29400,86
202971,86
198368,86
394896,86
42981,86
11993,86
42885,86
60095,86
18353,86
10788,86
198577,86
44266,86
7420,86
27696,86
18200,86
60171,86
1781,86
394065,86
201236,86
16327,86
209891,86
211462,86
21000,86
30710,86
25985,86
203984,86
213257,86
202405,86
35071,86
42005,86
133933,86
37035,86
394991,86
35558,85
8948,85
38396,85
44484,85
48486,85
35491,85
55992,85
27628,85
34656,85
3452,85
202523,85
52438,85
28165,85
152205,85
48295,85
15548,85
214120,85
41431,85
201698,85
24620,85
49095,85
199976,85
33874,85
3379,85
28891,85
20880,85
9638,85
26881,85
61960,85
15746,85
7752,85
41986,85
34766,85
35426,85
41651,85
39347,85
3295,85
207886,85
43966,85
201755,85
12223,85
1712,85
394048,85
11396,85
29109,85
209531,85
35063,85
28968,85
21803,85
54680,85
10818,85
9647,85
25557,85
266157,85
56173,85
149600,85
50182,85
47304,85
4616,85
42763,85
205063,85
204156,85
207349,84
19,84
22051,84
53617,84
52347,84
16567,84
43757,84
203451,84
17253,84
206066,84
35868,84
401824,84
49940,84
20314,84
52783,84
19570,84
202395,84
60813,84
204589,84
49673,84
204877,84
49811,84
33344,84
1767,84
3390,84
132744,84
213028,84
28263,84
329247,84
58246,84
16006,84
14288,84
58023,84
18065,84
209043,84
149146,84
29894,84
203725,84
33936,84
23177,84
204002,84
19674,84
11134,84
210892,84
214918,84
397168,84
200163,84
39397,84
13018,84
149340,84
53829,84
47600,84
198781,84
37978,84
60709,84
209283,84
56141,84
31382,84
205197,83
23131,83
33670,83
11409,83
394912,83
23503,83
37480,83
38407,83
2842,83
44375,83
16074,83
132781,83
34393,83
3851,83
208668,83
14848,83
210321,83
32374,83
29030,83
53112,83
16039,83
26479,83
42428,83
7832,83
50476,83
58005,83
58678,83
136501,83
32642,83
16167,83
53943,83
32760,83
61121,83
15344,83
198063,83
24639,83
1756,83
15101,83
46353,83
39472,83
133853,83
12510,83
211556,83
23700,83
10299,83
39011,83
9441,83
138004,83
197932,83
46473,83
54649,83
12229,83
43861,83
15313,83
52188,82
262698,82
204575,82
36939,82
268983,82
328590,82
26206,82
28219,82
40317,82
36131,82
23875,82
200252,82
3446,82
44882,82
13724,82
11471,82
27258,82
18988,82
7726,82
23513,82
42925,82
135134,82
34916,82
14234,82
211882,82
33566,82
18199,82
55140,82
214062,82
20392,82
23944,82
16111,82
26225,82
27693,82
16788,82
48940,82
147182,82
213515,82
29491,82
16861,82
395035,82
46160,82
200315,82
8217,82
28368,82
52674,82
198561,82
23804,82
268433,82
201618,81
200573,81
137381,81
57288,81
203568,81
42249,81
141425,81
47341,81
42648,81
45158,81
15981,81
47490,81
214188,81
43950,81
17666,81
64457,81
206904,81
40641,81
51097,81
198494,81
44889,81
327980,81
675,81
49115,81
60723,81
21575,81
45637,81
32306,81
16618,81
6305,81
48544,81
209740,81
208823,81
60757,81
206225,81
29582,81
399049,81
47354,81
199917,81
49477,81
54303,81
208035,81
36259,81
51894,80
14237,80
13483,80
198525,80
50398,80
131628,80
19611,80
30666,80
196705,80
267355,80
27866,80
13236,80
209027,80
59346,80
214227,80
21379,80
43942,80
33403,80
51685,80
49963,80
29767,80
147152,80
5852,80
27775,80
20044,80
393640,80
4358,80
41741,80
47577,80
7860,80
41729,80
49603,80
43848,80
19102,80
25259,80
11280,80
400283,80
55352,80
5387,80
268210,80
57710,80
9943,80
35056,80
208920,80
397497,80
26936,80
35398,80
271029,80
202042,80
395354,80
15422,80
214851,80
11367,80
47234,80
133648,80
267751,80
208800,80
204657,80
31572,80
37709,80
28689,80
205094,80
16283,80
207157,80
199909,80
47589,80
10706,80
35703,80
