asn,vri_count
AS131161,2
AS38631,14
AS58397,26
AS204677,4
AS131646,7
AS137933,5
AS9873,382
AS45558,7
AS9988,20
AS17559,7
AS132167,52
AS133847,47
AS58682,18
AS9441,19
AS132347,14
AS132124,3
AS56268,4
AS141153,13
AS153952,14
AS139021,27
AS132556,78
AS150016,6
AS45701,52
AS133159,36
AS137074,9
AS18200,27
AS133234,15
AS139659,36
AS4808,35
AS131291,12
AS17439,214
AS64006,13
AS133685,7
AS58511,16
AS202736,47
AS134202,7
AS63920,7
AS60021,9
AS134428,11
AS150803,4
AS212233,1
AS133929,41
AS135352,1
AS58495,16
AS59162,57
AS142488,6
AS212552,53
AS136030,25
AS4594,12
AS151335,4
AS154235,6
AS45269,6
AS133001,35
AS45536,7
AS134884,13
AS131324,2
AS58921,6
AS9422,16
AS58965,28
AS45753,363
AS963,9
AS9744,32
AS151472,4
AS133248,4
AS135244,7
AS132917,24
AS137236,5
AS400098,3
AS134762,11
AS63567,5
AS9387,47
AS38547,28
AS55154,86
AS38851,43
AS131574,4
AS136480,39
AS149556,1
AS153845,1
AS132770,44
AS63612,2
AS64098,34
AS136716,5
AS132750,3
AS133711,11
AS38532,18
AS63928,8
AS45235,13
AS134765,6
AS18001,691
AS151695,2
AS151692,2
AS63806,4
AS152025,1
AS133708,2
AS64096,26
AS24550,19
AS132882,8
AS134809,27
AS132580,1
AS133275,52
AS133706,5
AS142520,7
AS132923,7
AS39486,10
AS63932,20
AS152873,3
AS154273,4
AS23949,4
AS132004,4
AS6507,23
AS45433,77
AS56309,24
AS138754,77
AS9215,16
AS132557,6
AS136039,3
AS153706,18
AS133647,46
AS58736,3
AS59165,8
AS45731,6
AS38788,11
AS140504,6
AS132825,70
AS136744,47
AS58436,18
AS54836,1
AS132974,6
AS134307,3
AS43519,88
AS137502,35
AS203098,5
AS9902,206
AS135664,7
AS134375,33
AS140900,12
AS18106,159
AS132405,15
AS132754,17
AS132932,4
AS58907,6
AS3661,1
AS133954,7
AS133952,8
AS45725,39
AS137549,28
AS1449,9
AS59065,7
AS203012,2
AS202513,11
AS56082,4
AS23673,120
AS135386,64
AS135666,5
AS133894,15
AS135881,3
AS63086,4
AS38067,19
AS64513,1
AS55944,32
AS58765,19
AS147210,1
AS133648,10
AS38835,27
AS56229,17
AS63963,10
AS63962,5
AS56110,8
AS399546,5
AS151684,1
AS132245,12
AS9712,2
AS136902,16
AS382,1
AS19970,5
AS55915,26
AS2519,23
AS134069,8
AS396948,20
AS36007,147
AS396949,22
AS24426,40
AS141501,7
AS58640,15
AS133443,8
AS141490,6
AS50077,12
AS146859,4
AS10111,30
AS45179,1
AS63956,41
AS132829,85
AS138598,23
AS10143,32
AS24028,30
AS24516,9
AS133980,2
AS134512,18
AS132742,29
AS153494,43
AS45215,11
AS38726,5
AS132937,6
AS134866,15
AS59164,3
AS138663,5
AS136780,2
AS56201,62
AS135942,8
AS45538,15
AS56109,6
AS23959,72
AS132426,3
AS58906,10
AS133246,15
AS55933,111
AS133861,64
AS154259,2
AS9246,9
AS38026,32
AS17709,90
AS24158,25
AS45959,3
AS38794,57
AS58713,13
AS135357,86
AS214669,13
AS137690,10
AS63493,1
AS150210,3
AS142360,9
AS58552,44
AS136308,20
AS154276,2
AS154277,4
AS45638,30
AS134033,20
AS140174,8
AS58910,6
AS133720,22
AS23955,78
AS38740,2
AS17408,115
AS1851,11
AS146994,1
AS152087,1
AS132817,21
AS58476,7
AS133524,44
AS55649,15
AS58893,25
AS131236,4
AS58627,25
AS45750,6
AS132787,9
AS56294,20
AS132857,4
AS132268,6
AS151106,26
AS150027,14
AS138546,2
AS58621,23
AS133606,8
AS23930,173
AS59257,48
AS134254,2
AS63827,10
AS214766,13
AS132712,4
AS24122,64
AS132996,26
AS58779,15
AS38583,20
AS133739,10
AS55766,20
AS58834,38
AS55734,4
AS55555,4
AS202595,2
AS139898,8
AS38001,79
AS58666,7
AS45650,57
AS55427,30
AS133130,3
AS133944,34
AS132313,4
AS134135,9
AS264617,32
AS45945,16
AS133736,49
AS55839,17
AS58717,54
AS131476,14
AS133043,5
AS58505,8
AS55666,22
AS58376,5
AS24323,45
AS138420,1
AS59318,13
AS131207,110
AS9260,166
AS45345,8
AS58752,7
AS56186,5
AS135076,16
AS131740,3
AS142501,25
AS134518,6
AS134326,36
AS134294,14
AS136639,6
AS17666,46
AS134524,6
AS139076,7
AS138640,37
AS149765,20
AS137449,7
AS135387,18
AS141742,5
AS141711,21
AS56132,21
AS38320,37
AS59322,10
AS131780,1
AS24523,7
AS133613,11
AS45312,32
AS17887,55
AS4764,119
AS9268,67
AS134555,13
AS9454,2
AS932,58
AS6134,71
AS55862,287
AS55947,14
AS132761,2
AS45267,19
AS17429,3
AS4837,18
AS42960,28
AS18103,7
AS9297,5
AS132529,2
AS151986,1
AS151712,8
AS132296,63
AS55341,27
AS38875,5
AS58524,3
AS53587,36
AS4907,41
AS58474,9
AS15412,22
AS59217,6
AS133115,13
AS150300,6
AS137885,4
AS131274,4
AS132838,2
AS58927,2
AS151302,3
AS55943,4
AS56017,3
AS45194,82
AS132449,7
AS133096,4
AS45298,28
AS142622,24
AS55902,10
AS133748,23
AS9266,46
AS131459,4
AS141177,8
AS50049,13
AS18381,3
AS133352,6
AS23888,124
AS132110,4
AS54197,19
AS58594,37
AS141718,21
AS214785,15
AS133315,9
AS152092,21
AS151999,1
AS132615,7
AS10084,8
AS45356,8
AS139769,8
AS10099,23
AS7483,25
AS131593,10
AS45766,67
AS132641,11
AS17766,117
AS133073,6
AS45780,40
AS45804,325
AS134100,2
AS133794,1
AS136384,35
AS45270,15
AS46023,53
AS17470,18
AS50385,9
AS56485,13
AS151750,5
AS45144,9
AS38277,20
AS137872,21
AS55785,5
AS38758,26
AS132420,34
AS17465,204
AS142327,6
AS45305,41
AS135126,31
AS35908,18
AS45652,16
AS135513,2
AS58404,15
AS56233,11
AS58411,30
AS149746,18
AS58816,23
AS45884,4
AS142132,32
AS133469,20
AS55701,10
AS10226,62
AS23860,197
AS131149,14
AS58423,8
AS132779,6
AS1433,1
AS134331,14
AS132196,29
AS38031,8
AS58803,3
AS56272,5
AS58482,16
AS136523,16
AS135063,5
AS131447,10
AS4812,39
AS17621,27
AS59083,27
AS133033,5
AS58659,27
AS133731,4
AS134130,2
AS45110,6
AS131584,17
AS18119,13
AS149296,14
AS213802,9
AS4620,4
AS141109,9
AS46559,4
AS151964,7
AS58424,9
AS139628,61
AS56308,5
AS132007,2
AS38201,23
AS23838,30
AS135817,25
AS401605,8
AS56040,18
AS134764,30
AS17970,24
AS17480,9
AS200373,47
AS25255,58
AS206500,1
AS265662,6
AS266053,2
AS262459,22
AS266036,8
AS266045,1
AS273683,78
AS266055,2
AS266040,2
AS266038,2
AS28220,265
AS265933,3
AS265665,2
AS262234,9
AS264668,70
AS274162,3
AS265658,2
AS265756,2
AS265673,4
AS266063,2
AS266047,2
AS266070,2
AS266048,2
AS266071,2
AS266066,14
AS22869,8
AS266062,3
AS266049,2
AS266073,2
AS265683,8
AS266749,5
AS265678,2
AS55293,75
AS266429,4
AS263238,27
AS204300,10
AS265671,6
AS266086,4
AS52361,5
AS265679,2
AS266060,4
AS265661,2
AS266132,1
AS265695,2
AS16906,7
AS265670,1
AS265690,2
AS266083,2
AS265685,4
AS273044,2
AS265706,2
AS266931,3
AS266093,2
AS265530,3
AS266757,8
AS262184,5
AS394474,6
AS265691,5
AS265680,5
AS52974,17
AS266084,2
AS28419,4
AS266091,2
AS266095,2
AS266096,2
AS265684,15
AS269633,3
AS265702,2
AS265676,2
AS265696,19
AS27951,63
AS266106,4
AS271938,2
AS263569,15
AS266113,2
AS266109,2
AS266110,2
AS262875,59
AS265686,7
AS265819,2
AS266118,2
AS270814,19
AS273960,2
AS264605,7
AS16371,104
AS266133,2
AS266126,2
AS266129,24
AS266130,3
AS266131,2
AS274518,8
AS273580,8
AS265697,2
AS266136,2
AS28649,54
AS266196,10
AS266140,2
AS266139,2
AS266170,2
AS266169,3
AS266545,2
AS266250,2
AS265709,3
AS270101,2
AS266247,2
AS266248,24
AS265724,2
AS271732,2
AS264386,5
AS1,4
AS28002,3
AS52892,21
AS266565,16
AS13959,20
AS265534,8
AS273345,2
AS270143,11
AS266610,3
AS266570,2
AS265722,3
AS268085,4
AS20207,26
AS266583,2
AS28598,95
AS266584,2
AS265692,1
AS267857,10
AS265554,14
AS271816,5
AS266605,2
AS266586,2
AS266593,2
AS262729,67
AS266599,2
AS266607,5
AS266614,3
AS265729,5
AS28201,31
AS266619,2
AS266615,2
AS265735,3
AS52444,42
AS265738,4
AS265739,2
AS35120,5
AS206276,12
AS206164,2
AS400040,28
AS13627,13
AS211266,2
AS200046,2
AS209064,5
AS209055,12
AS213445,1
AS49468,26
AS56596,10
AS206894,20
AS208220,5
AS214668,6
AS44205,6
AS214719,3
AS215811,2
AS199508,13
AS206516,8
AS215051,3
AS7562,2
AS198789,1
AS199458,3
AS210542,39
AS211114,1
AS200181,5
AS205361,3
AS57025,6
AS210732,3
AS271993,1
AS210720,1
AS201752,1
AS48254,40
AS203473,2
AS209053,1
AS49033,32
AS209048,5
AS35409,1
AS205840,2
AS4842,4
AS209417,1
AS8835,3
AS211393,3
AS2601,2
AS209047,5
AS209046,10
AS202942,2
AS200740,74
AS205090,44
AS212009,1
AS43467,1
AS33986,29
AS214927,30
AS28358,2
AS205981,5
AS212327,1
AS49447,5
AS211619,22
AS133495,13
AS47969,4
AS198433,1
AS42864,31
AS62142,2
AS211366,2
AS51255,2
AS208975,3
AS35793,32
AS59909,22
AS209036,5
AS51616,9
AS209031,3
AS207409,1
AS209859,5
AS207054,8
AS39521,70
AS47690,45
AS23422,13
AS208978,3
AS215639,1
AS203050,3
AS57521,3
AS198034,5
AS57752,24
AS25431,6
AS967,24
AS59514,1
AS203866,6
AS203303,2
AS47169,19
AS60985,1
AS210874,2
AS273142,8
AS49030,3
AS198192,7
AS393262,40
AS197395,6
AS61154,6
AS207912,1
AS2821,2
AS208198,1
AS212953,4
AS207137,58
AS216154,24
AS16262,15
AS198330,11
AS209015,3
AS29075,34
AS57724,32
AS35751,18
AS208999,4
AS208864,20
AS199927,7
AS62103,1
AS205893,13
AS211335,2
AS209007,3
AS210708,1
AS24013,5
AS35075,2
AS202004,3
AS207147,20
AS209004,8
AS134823,69
AS18385,2
AS8829,9
AS23961,11
AS917,26
AS57695,26
AS212555,8
AS201333,10
AS53991,15
AS39761,8
AS208997,4
AS200851,7
AS215733,9
AS207408,4
AS44436,3
AS216323,4
AS58293,15
AS207782,8
AS39090,5
AS204835,3
AS29670,14
AS49697,3
AS54825,227
AS208989,1
AS49824,36
AS207475,4
AS212419,1
AS57030,6
AS197886,10
AS29423,14
AS208959,14
AS131642,29
AS216300,20
AS48795,1
AS12695,5
AS51558,2
AS216039,3
AS213318,1
AS208961,4
AS8412,88
AS47576,6
AS60150,11
AS202592,5
AS59780,7
AS48550,3
AS208981,8
AS214063,3
AS61397,3
AS209060,1
AS398397,6
AS208974,3
AS553,99
AS201838,103
AS35085,4
AS202539,3
AS209347,2
AS202596,52
AS204841,3
AS202737,2
AS60377,4
AS202125,11
AS207790,10
AS208342,2
AS49910,5
AS35077,3
AS39452,4
AS208963,1
AS208956,4
AS210869,6
AS51548,2
AS2027,8
AS212530,1
AS47484,3
AS34854,2
AS212815,31
AS201877,14
AS200781,11
AS60995,1
AS208839,2
AS51185,53
AS212700,1
AS42040,4
AS60610,4
AS61049,28
AS208804,4
AS206014,2
AS48213,4
AS201446,37
AS213488,2
AS213708,3
AS35478,11
AS215929,4
AS204995,7
AS213535,27
AS205999,4
AS204601,87
AS48437,6
AS208952,4
AS208776,7
AS42032,3
AS43959,11
AS206499,17
AS35758,21
AS215424,3
AS57389,25
AS23858,18
AS6768,9
AS27323,4
AS208721,1
AS44938,4
AS200069,10
AS215316,1
AS46450,62
AS215955,3
AS208924,1
AS200187,5
AS204451,1
AS48146,28
AS213861,21
AS31742,12
AS206236,5
AS35711,1
AS34679,1
AS35055,4
AS202658,5
AS208928,6
AS140715,2
AS34756,16
AS42675,20
AS56414,4
AS34828,9
AS208933,3
AS49775,7
AS59888,7
AS60647,7
AS50959,3
AS198521,3
AS42189,5
AS39900,8
AS44307,14
AS28875,4
AS208929,2
AS206195,2
AS208897,5
AS48675,11
AS216024,22
AS60042,15
AS208922,1
AS208796,2
AS31287,54
AS1828,43
AS393894,3
AS57986,6
AS33930,8
AS57468,16
AS207164,3
AS208899,4
AS206158,1
AS265770,8
AS49103,11
AS48399,14
AS53914,4
AS211001,4
AS272015,3
AS205467,11
AS34305,25
AS215659,5
AS23511,8
AS263767,5
AS211541,9
AS998,7
AS216253,8
AS213819,2
AS40950,4
AS25893,39
AS1040,7
AS18464,28
AS202015,61
AS62160,41
AS64445,32
AS22340,4
AS268624,17
AS22926,10
AS36184,18
AS205676,5
AS214054,14
AS1426,13
AS12029,8
AS29798,10
AS401199,14
AS270764,29
AS397293,5
AS393521,6
AS401905,1
AS56683,11
AS398101,48
AS398787,29
AS32931,4
AS399864,4
AS399924,7
AS397384,5
AS399661,1
AS400189,3
AS19112,18
AS395209,2
AS62874,39
AS47027,13
AS4172,1
AS33154,2
AS54528,2
AS60354,8
AS399250,4
AS6649,12
AS397301,8
AS10747,7
AS33208,7
AS393878,7
AS51791,4
AS21743,17
AS398335,4
AS396509,11
AS399141,4
AS397553,28
AS46091,5
AS399273,2
AS204928,5
AS399135,3
AS22333,5
AS64080,43
AS209641,85
AS63414,19
AS215391,8
AS216314,17
AS214706,10
AS13886,7
AS5089,273
AS202496,16
AS53828,17
AS54198,5
AS399760,2
AS399781,5
AS399769,1
AS32030,6
AS13753,2
AS398810,2
AS399871,2
AS23372,3
AS399866,2
AS30204,2
AS394337,3
AS399888,3
AS399856,2
AS1011,7
AS394491,4
AS7011,415
AS63911,232
AS65123,1
AS39945,3
AS64089,20
AS33119,2
AS42210,1
AS29997,13
AS32647,1
AS40092,22
AS203101,14
AS40027,3
AS209594,3
AS13920,3
AS6181,19
AS16612,2
AS1100,9
AS12212,2
AS3800,3
AS32896,1
AS46288,2
AS14956,68
AS399804,10
AS13875,11
AS46859,1
AS53724,7
AS30182,3
AS19551,81
AS22652,104
AS54913,15
AS399629,36
AS198983,8
AS61003,7
AS63018,22
AS52041,42
AS206444,5
AS211350,9
AS29848,10
AS40440,2
AS273143,5
AS13150,124
AS46410,5
AS46407,7
AS136170,19
AS38778,68
AS45773,13
AS38841,792
AS24165,63
AS24163,64
AS24164,270
AS9650,30
AS134739,18
AS23872,6
AS135360,3
AS45786,6
AS9927,73
AS45634,35
AS58889,4
AS138677,2
AS38200,25
AS17539,40
AS132933,10
AS131627,70
AS17924,120
AS18025,3
AS18024,17
AS17660,19
AS45294,4
AS139690,3
AS135031,17
AS32708,41
AS134019,4
AS132945,3
AS136774,2
AS134134,10
AS209905,14
AS209900,2
AS209899,3
AS213693,3
AS266528,5
AS273001,9
AS265715,8
AS271501,2
AS271700,7
AS266536,2
AS266267,2
AS28343,151
AS267893,2
AS265734,2
AS266544,6
AS266268,30
AS266539,10
AS266725,13
AS262617,8
AS269822,11
AS266526,2
AS264780,7
AS265721,9
AS27855,10
AS27687,1
AS55002,65
AS208710,1
AS35360,2
AS210895,11
AS207937,1
AS207668,8
AS50107,4
AS47482,2
AS61125,2
AS200736,73
AS215802,2
AS42250,1
AS204829,1
AS273242,3
AS211227,2
AS209429,2
AS35224,36
AS50017,6
AS209427,4
AS13135,9
AS31617,18
AS43619,5
AS35499,2
AS24929,8
AS212751,5
AS141968,36
AS35482,2
AS208858,1
AS209325,1
AS201746,18
AS56798,15
AS209408,3
AS216312,3
AS203434,3
AS213694,2
AS204996,15
AS210192,1
AS207616,7
AS214640,14
AS209537,3
AS39257,21
AS139648,58
AS35453,1
AS48817,7
AS40169,3
AS42156,18
AS209322,8
AS198985,5
AS211858,2
AS207910,2
AS211043,8
AS208973,2
AS209573,9
AS209970,3
AS35346,90
AS43818,1
AS62013,7
AS211507,11
AS64200,39
AS209380,4
AS39679,10
AS215366,2
AS35424,1
AS39878,8
AS39328,3
AS201813,2
AS215411,2
AS43624,2
AS209382,2
AS273274,2
AS273189,11
AS271801,2
AS27929,3
AS271885,3
AS11058,9
AS61522,3
AS272136,8
AS272806,8
AS64150,4
AS274067,4
AS64116,6
AS64146,3
AS64153,2
AS273867,6
AS263807,5
AS64112,12
AS273149,5
AS64159,2
AS273165,2
AS64162,2
AS64167,2
AS273211,2
AS273882,6
AS64168,2
AS272395,1
AS64164,3
AS273890,7
AS274082,4
AS274106,2
AS267556,8
AS265817,3
AS271933,6
AS267543,2
AS267573,2
AS267574,2
AS267544,3
AS267545,2
AS267546,4
AS264162,3
AS271911,3
AS267580,2
AS265447,4
AS52477,8
AS61937,6
AS267561,2
AS265824,2
AS267563,3
AS263537,3
AS267589,2
AS267654,3
AS265833,3
AS267576,2
AS265814,3
AS263693,5
AS267594,2
AS267586,8
AS267588,6
AS265816,11
AS265826,6
AS262272,7
AS265818,2
AS267611,2
AS264836,13
AS266672,2
AS265884,2
AS27817,14
AS265827,4
AS267596,7
AS268738,3
AS271860,1
AS267634,2
AS273316,10
AS265830,2
AS61586,2
AS265820,1
AS267601,2
AS264525,5
AS267602,2
AS267618,2
AS267607,2
AS267604,2
AS265860,2
AS267614,2
AS266894,18
AS267605,2
AS267619,2
AS267608,15
AS266917,14
AS265825,3
AS274775,4
AS3816,223
AS262186,30
AS267628,2
AS265828,2
AS28100,10
AS269597,16
AS267629,2
AS267643,2
AS28146,32
AS267625,6
AS267651,2
AS267640,2
AS272121,2
AS272954,4
AS272075,2
AS53414,5
AS26292,6
AS272367,1
AS13444,90
AS25743,27
AS34450,19
AS401650,20
AS142019,15
AS38628,13
AS49425,5
AS32298,5
AS150436,36
AS41652,9
AS61361,3
AS199636,17
AS211141,5
AS58222,9
AS200195,17
AS59521,9
AS47454,2
AS206150,118
AS206077,21
AS270175,5
AS203244,6
AS216003,7
AS208905,75
AS11325,5
AS208867,6
AS59717,3
AS196620,1
AS208028,2
AS204641,8
AS272877,22
AS213296,22
AS208891,1
AS204144,18
AS210015,4
AS25581,9
AS211056,39
AS212298,2
AS214383,1
AS204615,6
AS213220,31
AS138968,51
AS328543,11
AS43197,20
AS208882,4
AS208418,2
AS41644,5
AS197922,28
AS211654,1
AS208659,8
AS273015,6
AS44029,1
AS272869,31
AS273171,3
AS48959,1
AS208859,5
AS64236,32
AS216392,2
AS213005,22
AS208873,3
AS207903,5
AS42487,15
AS49397,2
AS44176,5
AS52075,24
AS60456,4
AS20565,7
AS23528,10
AS212745,3
AS210793,4
AS212853,2
AS212025,4
AS208862,1
AS45929,8
AS52056,3
AS42549,1
AS134450,44
AS213772,3
AS208866,1
AS43357,33
AS60439,37
AS61149,15
AS57359,6
AS42184,17
AS208844,2
AS51809,32
AS198401,5
AS208599,2
AS60587,8
AS15763,57
AS206341,1
AS35009,3
AS198462,1
AS50316,43
AS3269,11
AS59842,7
AS208849,1
AS39294,7
AS206515,1
AS39782,2
AS204646,6
AS208847,1
AS205610,4
AS208830,2
AS395003,4
AS212372,2
AS212396,16
AS208821,7
AS8903,110
AS12541,106
AS202766,82
AS208834,1
AS25465,5
AS204189,4
AS29014,61
AS35913,22
AS21476,23
AS211768,7
AS57793,21
AS48644,1
AS56488,9
AS39351,70
AS134835,47
AS203391,15
AS39591,15
AS208799,1
AS32338,15
AS35710,7
AS13044,22
AS35732,28
AS39402,50
AS208815,1
AS204704,13
AS208777,1
AS16589,25
AS401172,1
AS213514,6
AS208482,1
AS202914,20
AS215821,1
AS214503,6
AS208734,5
AS207233,3
AS59869,5
AS21056,40
AS49810,2
AS61438,9
AS206805,34
AS208805,1
AS203726,5
AS59466,6
AS209309,2
AS51317,1
AS41019,1
AS46873,8
AS199364,3
AS214915,10
AS208802,4
AS60667,3
AS208591,2
AS12844,18
AS11172,36
AS44550,5
AS208630,2
AS273708,1
AS208742,1
AS46105,2
AS205498,2
AS208792,3
AS200245,7
AS208016,2
AS208789,2
AS58317,7
AS48448,11
AS201714,9
AS399498,1
AS215449,1
AS35394,41
AS208654,2
AS215662,3
AS44489,34
AS47834,8
AS50247,18
AS8452,3
AS60945,6
AS208770,19
AS199980,11
AS208152,3
AS208766,2
AS208759,8
AS206703,1
AS215655,7
AS207177,4
AS49443,2
AS209896,3
AS209396,2
AS209516,1
AS206786,1
AS204397,2
AS49444,6
AS208757,2
AS42649,31
AS43948,2
AS208662,4
AS49088,13
AS203501,12
AS208576,1
AS213392,3
AS34924,3
AS9044,15
AS209433,2
AS21368,6
AS199348,6
AS212794,3
AS200950,13
AS36268,2
AS213360,2
AS41957,15
AS15969,12
AS204572,7
AS211611,7
AS48294,18
AS48336,2
AS52202,1
AS51102,2
AS213742,2
AS63897,12
AS206476,4
AS208613,2
AS208725,2
AS213979,1
AS208724,5
AS53808,9
AS147003,12
AS208708,4
AS208422,3
AS42280,2
AS201162,1
AS212286,26
AS208722,3
AS47447,42
AS34997,2
AS48596,4
AS62805,6
AS214000,3
AS152460,5
AS208704,7
AS208718,4
AS209196,14
AS39522,9
AS60241,8
AS213078,2
AS60591,4
AS60387,4
AS200514,12
AS207471,3
AS215624,4
AS208712,2
AS212165,31
AS211593,3
AS208949,17
AS57255,4
AS206097,2
AS205381,13
AS203976,2
AS214679,5
AS16089,4
AS208893,9
AS209693,27
AS48025,2
AS206654,4
AS30081,57
AS198682,18
AS216384,1
AS58110,2
AS199297,2
AS153914,4
AS42651,1
AS20568,7
AS8990,16
AS48120,2
AS200232,3
AS206381,3
AS36231,22
AS57365,5
AS208687,17
AS62321,2
AS202712,1
AS211235,8
AS212280,6
AS204582,37
AS215267,3
AS207044,39
AS205007,10
AS29611,16
AS215206,3
AS49418,16
AS208626,10
AS273208,3
AS205457,1
AS48357,1
AS208681,7
AS208683,2
AS208675,4
AS211358,17
AS205614,10
AS48112,16
AS204989,4
AS28716,35
AS34947,1
AS202087,28
AS31469,2
AS203140,1
AS214819,4
AS201933,5
AS201990,4
AS206551,2
AS64458,9
AS201227,10
AS61075,3
AS215910,1
AS212752,3
AS20911,162
AS47755,5
AS208449,8
AS203934,4
AS48072,9
AS209993,2
AS212017,12
AS26141,11
AS212190,3
AS208603,3
AS208663,3
AS56729,3
AS215250,2
AS210122,2
AS59645,28
AS208638,2
AS149782,1
AS48430,8
AS41731,3
AS48886,16
AS207671,2
AS44016,6
AS203059,13
AS205690,2
AS208567,2
AS208627,2
AS209559,2
AS9335,79
AS212353,1
AS64515,4
AS41155,29
AS208651,5
AS58351,1
AS60655,1
AS211902,1
AS210058,2
AS208608,5
AS31276,4
AS25082,13
AS205455,1
AS214743,4
AS208645,2
AS216025,2
AS202837,8
AS215403,2
AS209143,5
AS209535,10
AS208621,24
AS207549,1
AS205909,3
AS200639,6
AS203105,3
AS208612,2
AS208634,2
AS212655,33
AS213027,9
AS205122,4
AS200424,6
AS208609,3
AS208015,2
AS58049,6
AS13002,12
AS208619,1
AS35682,5
AS205836,18
AS208479,2
AS58096,9
AS142578,8
AS210414,2
AS215314,17
AS50917,13
AS207176,7
AS205775,6
AS57393,1
AS61970,7
AS62241,4
AS47377,81
AS211922,5
AS56715,1
AS51324,10
AS35267,8
AS51872,5
AS200799,18
AS208597,2
AS35444,62
AS204457,18
AS212193,7
AS208520,3
AS8895,147
AS202834,2
AS20766,11
AS199775,10
AS207461,11
AS210411,1
AS329007,11
AS214969,1
AS49696,2
AS15623,25
AS214089,8
AS42148,12
AS57179,1
AS48814,3
AS208594,13
AS207267,1
AS203511,8
AS214273,8
AS49228,1
AS214922,29
AS50518,3
AS211903,1
AS211222,2
AS30475,7
AS57814,28
AS210805,10
AS39284,1
AS42979,3
AS212822,2
AS46562,34
AS214970,1
AS60117,42
AS206892,13
AS208456,1
AS210164,2
AS215710,2
AS63025,13
AS12884,1
AS19198,6
AS50124,3
AS210972,2
AS62304,1
AS212983,4
AS199726,1
AS205125,4
AS60767,6
AS47527,20
AS216099,2
AS139293,4
AS132137,23
AS133466,7
AS17426,4
AS149194,6
AS45230,26
AS9451,1
AS134078,42
AS41179,4
AS214390,2
AS45455,8
AS45769,75
AS715,32
AS42,61
AS133660,15
AS4638,11
AS151261,8
AS18209,354
AS55577,586
AS38084,11
AS134177,24
AS59170,10
AS140627,7
AS394695,2
AS58715,124
AS131597,10
AS133012,205
AS139396,1
AS10148,14
AS199752,5
AS44854,4
AS215512,1
AS134055,10
AS18392,2
AS38278,10
AS133283,18
AS133695,5
AS135821,8
AS137650,3
AS63969,53
AS134116,20
AS134451,6
AS64245,5
AS206888,12
AS55507,8
AS132785,61
AS149634,3
AS136402,3
AS398574,2
AS59033,8
AS63689,8
AS132168,8
AS59239,36
AS56160,2
AS151230,2
AS154258,6
AS142647,14
AS133760,5
AS133593,42
AS23674,403
AS38571,19
AS134026,11
AS55828,32
AS63873,3
AS132960,4
AS134022,15
AS132323,4
AS13332,36
AS9253,4
AS18222,17
AS140599,10
AS31972,18
AS132369,16
AS134160,4
AS59022,3
AS41095,117
AS140951,36
AS23752,843
AS54994,323
AS215481,3
AS58898,45
AS139468,16
AS58885,11
AS133823,26
AS63701,8
AS133301,14
AS24068,32
AS9986,1
AS135724,12
AS9484,85
AS154163,2
AS134186,6
AS150774,29
AS135341,39
AS131428,6
AS131353,20
AS137000,16
AS154305,2
AS63981,21
AS150697,4
AS18196,59
AS152008,1
AS58762,39
AS4628,233
AS132115,124
AS56911,38
AS215385,3
AS133421,34
AS45355,12
AS133320,2
AS134032,17
AS7629,193
AS134201,3
AS133957,9
AS131717,28
AS45557,18
AS131414,4
AS131367,2
AS133982,132
AS133652,4
AS134220,4
AS45905,13
AS24373,49
AS138571,10
AS394881,26
AS135241,5
AS131406,2
AS131386,10
AS9732,9
AS131403,2
AS59185,5
AS154161,3
AS136287,9
AS132931,11
AS56300,227
AS133136,11
AS58983,17
AS63930,9
AS131435,5
AS132568,6
AS138354,7
AS58890,15
AS134040,10
AS133041,9
AS59191,15
AS18328,1
AS134236,20
AS63996,31
AS132934,20
AS133444,3
AS24109,3
AS56147,3
AS63582,11
AS63583,11
AS138457,11
AS139137,11
AS139140,11
AS135457,4
AS56231,4
AS136908,4
AS45644,12
AS132300,39
AS132447,11
AS63889,7
AS135214,8
AS22552,4
AS56149,3
AS32590,59
AS137991,17
AS135333,7
AS132590,3
AS135448,6
AS56150,7
AS150596,22
AS17483,76
AS197432,2
AS135920,2
AS134094,32
AS152026,1
AS152023,1
AS452023,1
AS398704,103
AS134550,11
AS58912,19
AS134196,4
AS135084,1
AS131410,2
AS55705,41
AS135846,9
AS133255,10
AS56106,10
AS141505,4
AS133384,18
AS154114,2
AS133713,7
AS149620,6
AS64047,13
AS10105,17
AS134441,1
AS9287,97
AS132220,94
AS149535,17
AS24183,15
AS45896,11
AS63526,84
AS140832,5
AS134544,4
AS134342,1
AS64300,17
AS151592,7
AS132647,15
AS132489,2
AS135478,113
AS4787,223
AS134553,11
AS38182,157
AS38247,11
AS64022,21
AS24226,14
AS56241,19
AS10137,9
AS41690,11
AS134014,12
AS17451,700
AS132986,4
AS154197,1
AS154191,2
AS133000,6
AS134674,8
AS134937,12
AS45284,22
AS40138,13
AS139567,10
AS17726,42
AS23944,341
AS56094,3
AS17771,9
AS262191,142
AS55699,38
AS59163,2
AS38244,12
AS201290,30
AS43202,10
AS208569,7
AS274786,2
AS208575,1
AS208126,3
AS39201,9
AS208319,5
AS197931,1
AS198178,17
AS12571,4
AS43073,1
AS208363,8
AS51177,7
AS208570,13
AS204798,13
AS202316,12
AS207281,2
AS58197,1
AS199236,13
AS206481,7
AS208566,4
AS6681,6
AS49558,11
AS204814,6
AS51659,10
