asn,vri_count
AS57050,12
AS25210,1
AS51130,33
AS212843,1
AS56435,2
AS57960,3
AS15518,10
AS209192,1
AS15373,8
AS25084,3
AS209860,3
AS202667,1
AS206241,1
AS203756,2
AS205074,2
AS25154,2
AS201908,1
AS41610,1
AS12483,1
AS44412,1
AS28859,3
AS213126,4
AS25301,1
AS12409,2
AS9083,1
AS15819,1
AS49961,1
AS29100,1
AS9011,10
AS210495,1
AS12858,1
AS214649,2
AS9081,1
AS208787,2
AS213854,1
AS213981,3
AS214755,1
AS49539,2
AS44870,1
AS51456,3
AS209940,1
AS211905,2
AS205951,1
AS209564,2
AS12840,14
AS9103,2
AS6850,7
AS2600,4
AS5593,1
AS212730,1
AS214776,1
AS212431,1
AS41269,1
AS9132,1
AS12687,13
AS212397,2
AS212343,1
AS205656,1
AS204879,1
AS399618,1
AS200935,1
AS210223,1
AS214173,1
AS216023,2
AS210907,1
AS13250,3
AS63142,1
AS19812,1
AS209915,3
AS214319,5
AS209947,1
AS8982,22
AS12536,1
AS12539,8
AS25554,2
AS49950,1
AS12915,4
AS5419,9
AS15432,1
AS25244,3
AS15851,3
AS12729,1
AS31674,1
AS8869,2
AS210473,1
AS8190,1
AS272659,1
AS209464,1
AS60161,1
AS35700,1
AS15656,8
AS209931,2
AS61231,1
AS41994,1
AS44989,1
AS212179,3
AS35671,1
AS205302,1
AS15910,1
AS39879,1
AS39885,1
AS205902,1
AS205003,1
AS207637,1
AS49154,3
AS21082,1
AS61265,1
AS213755,1
AS215594,1
AS200627,1
AS48724,1
AS204878,4
AS60308,1
AS1275,1
AS6828,3
AS8928,1
AS199292,1
AS43747,1
AS208767,1
AS214499,2
AS8567,4
AS16071,1
AS200815,2
AS204783,1
AS60190,1
AS47538,1
AS199225,1
AS204483,1
AS209880,1
AS208980,1
AS60420,1
AS209848,3
AS5458,1
AS199333,1
AS31085,1
AS31307,1
AS33960,1
AS31541,4
AS212230,1
AS207904,2
AS50141,1
AS47775,8
AS50391,7
AS196858,3
AS9094,1
AS200967,1
AS42193,2
AS203611,1
AS203445,1
AS206180,1
AS213833,1
AS215453,2
AS51017,1
AS205980,2
AS15717,1
AS208082,1
AS205903,1
AS211984,1
AS201759,1
AS41921,1
AS214118,1
AS201250,6
AS204169,2
AS202934,1
AS60250,1
AS60659,1
AS204723,2
AS13174,12
AS15640,1
AS38996,2
AS35473,1
AS197304,1
AS215888,1
AS199512,1
AS25407,1
AS199301,1
AS39177,1
AS31527,1
AS41256,11
AS206252,2
AS29612,3
AS208511,1
AS47333,1
AS208943,1
AS49736,1
AS57161,2
AS49649,1
AS201184,1
AS39334,2
AS212883,1
AS216202,2
AS210147,5
AS211403,1
AS50022,2
AS39575,1
AS21478,1
AS213517,2
AS20618,3
AS215914,2
AS210882,2
AS51423,3
AS203785,2
AS214011,2
AS203079,1
AS205012,1
AS215839,2
AS20555,3
AS212260,1
AS198976,1
AS210600,1
AS50832,1
AS198602,2
AS271987,1
AS208405,2
AS209786,1
AS327712,1
AS36947,1
AS199382,3
AS203780,1
AS207062,1
AS214791,1
AS212584,1
AS20864,1
AS39298,1
AS43116,1
AS15934,4
AS13115,3
AS42625,1
AS25575,2
AS16267,2
AS214041,2
AS60981,1
AS13138,64
AS199027,1
AS204242,2
AS8149,1
AS201867,2
AS199515,1
AS43803,4
AS205879,1
AS9092,3
AS20510,4
AS31496,2
AS44845,4
AS12574,2
AS2723,2
AS22104,1
AS28781,1
AS214335,1
AS13068,2
AS9135,4
AS28909,33
AS20805,1
AS44621,2
AS13079,1
AS206511,1
AS205526,1
AS13121,1
AS206244,1
AS211239,1
AS16203,2
AS212788,1
AS209838,3
AS56621,2
AS47594,4
AS203966,1
AS24913,2
AS273897,2
AS15613,1
AS56797,1
AS207830,1
AS57767,1
AS42014,1
AS211527,1
AS51610,1
AS42663,1
AS211838,1
AS12443,1
AS215351,2
AS40940,1
AS208506,6
AS210339,3
AS61048,1
AS13251,5
AS30876,2
AS15829,5
AS200868,1
AS42371,2
AS204026,2
AS60623,2
AS211640,3
AS15368,7
AS209865,1
AS59795,6
AS201513,3
AS13086,2
AS199453,1
AS201592,1
AS204021,1
AS209923,7
AS205686,1
AS204516,1
AS25509,3
AS28900,3
AS208057,1
AS50828,1
AS212887,2
AS211293,20
AS197502,2
AS61319,1
AS208027,1
AS49538,1
AS202097,1
AS48729,3
AS43417,1
AS199842,1
AS25045,1
AS212293,1
AS34463,1
AS24785,25
AS9163,12
AS209575,1
AS213515,3
AS15759,5
AS12610,1
AS12463,1
AS16142,1
AS34521,1
AS44234,1
AS15503,1
AS213681,2
AS210967,2
AS41397,2
AS40968,1
AS15868,1
AS29438,1
AS272692,2
AS39360,3
AS209984,1
AS209761,3
AS209831,2
AS38932,18
AS210262,1
AS209770,1
AS8247,17
AS61193,2
AS212409,1
AS210983,2
AS15464,7
AS48292,28
AS48779,1
AS212069,1
AS216064,1
AS41683,1
AS198520,1
AS60123,1
AS43089,1
AS25189,3
AS12907,2
AS50256,2
AS21209,1
AS36062,1
AS401237,1
AS62829,1
AS393630,1
AS273732,1
AS32856,1
AS19344,1
AS63294,2
AS18817,1
AS398146,3
AS397273,1
AS53891,2
AS399673,3
AS10466,3
AS274603,1
AS61817,1
AS273291,1
AS273751,1
AS396375,1
AS23028,4
AS13492,1
AS15100,2
AS30687,5
AS395775,1
AS399858,4
AS1054,6
AS33023,1
AS25626,1
AS32621,2
AS46214,1
AS19945,2
AS395810,1
AS21869,1
AS25713,1
AS10786,1
AS22334,1
AS19396,1
AS397055,1
AS21746,2
AS32383,1
AS397311,1
AS395381,1
AS21706,1
AS32837,1
AS19843,2
AS393670,1
AS39979,2
AS398922,2
AS19263,1
AS27203,2
AS1067,1
AS394599,1
AS14428,1
AS393231,1
AS401011,1
AS216164,6
AS400071,2
AS394279,1
AS399912,1
AS394305,1
AS40362,1
AS16867,2
AS32482,6
AS33203,1
AS30346,2
AS63406,2
AS215435,2
AS395824,3
AS19650,1
AS46215,2
AS13779,1
AS399100,1
AS399004,1
AS3384,2
AS7270,1
AS30428,1
AS266226,6
AS398700,4
AS16880,1
AS36421,1
AS133873,1
AS14587,1
AS11524,2
AS13876,1
AS26693,1
AS32292,1
AS52391,2
AS53338,2
AS19158,2
AS22457,1
AS399743,3
AS395667,1
AS10678,1
AS10973,11
AS31868,1
AS400198,1
AS54323,4
AS14165,1
AS19326,1
AS203577,3
AS213604,1
AS207731,1
AS401405,2
AS64288,1
AS54751,1
AS15327,1
AS20344,2
AS401427,2
AS14237,2
AS26804,1
AS394573,1
AS46621,1
AS32554,4
AS16478,21
AS10359,1
AS14305,1
AS14396,1
AS203690,2
AS398017,2
AS22641,3
AS33412,3
AS54278,1
AS12263,1
AS11632,1
AS398008,1
AS396123,1
AS13389,16
AS397972,3
AS400362,2
AS401408,2
AS27606,1
AS29758,1
AS23300,1
AS11548,2
AS401367,1
AS54436,1
AS54027,6
AS10935,1
AS53294,1
AS62784,1
AS53335,1
AS22003,2
AS211272,1
AS396306,1
AS19152,2
AS395285,1
AS19800,1
AS11359,5
AS18436,1
AS398191,2
AS14908,1
AS401700,1
AS40709,1
AS46741,1
AS12266,4
AS399806,1
AS12242,2
AS14051,1
AS54815,1
AS991,1
AS53505,1
AS394905,2
AS397978,1
AS62929,1
AS55224,1
AS395133,1
AS402087,2
AS15035,1
AS19802,1
AS15301,1
AS53708,1
AS395492,1
AS265058,2
AS46537,1
AS399763,1
AS26284,2
AS398406,3
AS396448,1
AS31827,2
AS21821,2
AS396130,1
AS393980,1
AS15577,5
AS196975,5
AS28776,3
AS42105,1
AS35706,2
AS200862,1
AS208732,1
AS203551,1
AS48383,6
AS25389,10
AS20794,1
AS48932,10
AS25487,1
AS215557,1
AS28712,1
AS15815,3
AS28731,1
AS203492,1
AS33567,1
AS25545,1
AS57355,2
AS43253,1
AS204016,1
AS16210,2
AS12804,5
AS47414,1
AS59448,1
AS215746,2
AS203587,1
AS13171,1
AS48768,1
AS15721,1
AS29672,5
AS49214,1
AS207360,1
AS42870,5
AS21465,4
AS201992,1
AS212172,1
AS215119,1
AS209729,1
AS29079,17
AS197714,1
AS21234,4
AS209891,1
AS41783,3
AS35260,2
AS28990,8
AS200972,1
AS204897,1
AS200703,1
AS51800,3
AS210045,2
AS61141,1
AS16004,6
AS41878,16
AS203931,1
AS24985,1
AS1813,1
AS15917,3
AS210448,1
AS214078,3
AS44305,1
AS214443,6
AS29086,6
AS209475,5
AS29189,3
AS216227,1
AS29637,1
AS43145,4
AS29209,1
AS29263,31
AS198500,2
AS202555,1
AS201611,1
AS199326,49
AS57310,1
AS30754,1
AS16238,1
AS29404,2
AS50090,5
AS29633,1
AS272400,1
AS273853,1
AS59831,1
AS33371,1
AS13628,1
AS201270,1
AS48125,1
AS41167,2
AS61054,1
AS57206,1
AS201235,1
AS216165,1
AS201363,1
AS209262,3
AS209778,1
AS198265,1
AS210677,1
AS204887,4
AS210743,3
AS197787,1
AS30811,10
AS16314,1
AS204282,2
AS16297,2
AS20504,5
AS16221,2
AS31144,4
AS197732,1
AS20905,2
AS208150,1
AS28939,1
AS16253,2
AS16356,11
AS59783,1
AS197516,1
AS50866,1
AS31346,5
AS209273,5
AS212648,1
AS199159,2
AS29503,1
AS210116,5
AS211352,1
AS21379,5
AS215976,1
AS207305,1
AS20529,3
AS31512,11
AS400597,8
AS205151,3
AS211471,1
AS44587,1
AS201581,1
AS201253,1
AS199410,1
AS60869,1
AS216088,1
AS214918,1
AS212593,2
AS214725,1
AS34648,1
AS213679,2
AS196773,2
AS20553,1
AS20571,2
AS12794,18
AS5418,2
AS29001,2
AS20658,16
AS43256,1
AS214718,2
AS199509,2
AS33902,1
AS20640,2
AS34202,1
AS202177,3
AS25584,2
AS42347,1
AS211772,1
AS205128,1
AS200343,1
AS208836,1
AS34761,1
AS198256,7
AS59722,1
AS205219,2
AS34141,6
AS208025,1
AS48076,1
AS208752,2
AS28852,5
AS207898,2
AS141679,1
AS17799,1
AS131173,2
AS55659,1
AS9787,1
AS151100,1
AS23730,1
AS17487,1
AS65040,1
AS17953,2
AS18283,1
AS50605,1
AS3911,1
AS131898,5
AS45675,1
AS9807,3
AS45074,1
AS134065,1
AS132217,1
AS132713,1
AS38185,9
AS134059,1
AS24555,2
AS583,1
AS37965,1
AS139626,1
AS38822,1
AS4821,3
AS132504,1
AS58807,19
AS141419,1
AS136989,2
AS270215,1
AS272151,1
AS132389,1
AS139619,1
AS56048,24
AS56046,11
AS56047,6
AS24445,6
AS38019,6
AS24547,6
AS56042,6
AS132525,6
AS134810,6
AS56044,6
AS24444,6
AS24400,4
AS56041,6
AS140613,4
AS9367,1
AS24047,1
AS4690,2
AS23634,1
AS1613,1
AS38272,1
AS38255,3
AS132482,1
AS45575,1
AS4531,1
AS32397,2
AS17085,2
AS19661,2
AS54839,1
AS6379,2
AS36791,2
AS63368,1
AS393350,1
AS13746,1
AS50763,2
AS63959,1
AS46276,2
AS13490,2
AS26076,1
AS397027,1
AS397078,1
AS54118,1
AS54371,1
AS26110,1
AS16871,1
AS40841,1
AS18638,1
AS63370,1
AS393835,1
AS30396,1
AS14160,1
AS17197,1
AS40862,1
AS215684,2
AS8059,1
AS46231,1
AS15250,1
AS19256,2
AS33621,2
AS394680,2
AS29844,1
AS399203,1
AS393737,1
AS396841,1
AS8046,1
AS954,1
AS54620,1
AS11994,1
AS25943,1
AS17717,3
AS132046,3
AS21589,1
AS55184,1
AS40170,1
AS62161,9
AS14012,1
AS26167,1
AS11085,1
AS46577,1
AS15024,1
AS400996,1
AS63457,1
AS394127,1
AS53812,1
AS399784,2
AS36685,1
AS40181,1
AS36535,1
AS1734,2
AS20318,1
AS36797,1
AS16637,2
AS201506,1
AS397097,1
AS11123,1
AS56468,1
AS11320,1
AS40029,1
AS37189,1
AS55120,1
AS62296,1
AS36728,1
AS46440,2
AS398357,1
AS398362,1
AS10561,1
AS27258,1
AS17211,1
AS8057,1
AS46373,1
AS40735,1
AS396295,1
AS30221,1
AS10352,1
AS14695,1
AS11738,1
AS22682,1
AS34547,1
AS46383,1
AS55655,2
AS398113,1
AS17210,2
AS394545,1
AS11597,1
AS40217,2
AS35598,1
AS33725,1
AS395029,1
AS200278,1
AS16324,4
AS24893,4
AS35688,4
AS44411,4
AS48957,4
AS61356,4
AS198493,4
AS206186,5
AS206793,4
AS211156,4
AS23523,1
AS397005,1
AS398998,1
AS40474,1
AS397468,1
AS32575,2
AS50287,1
AS396003,1
AS61616,2
AS20432,1
AS395341,1
AS14707,1
AS43525,1
AS54980,1
AS394352,1
AS600,1
AS26097,1
AS64401,1
AS400429,1
AS54634,1
AS43440,1
AS64122,1
AS215740,2
AS19796,1
AS33765,1
AS51577,2
AS10737,3
AS397409,2
AS401168,1
AS31151,1
AS42624,1
AS4927,1
AS18712,1
AS54239,1
AS394728,1
AS41297,1
AS401064,1
AS3853,1
AS36958,1
AS23252,1
AS63322,1
AS23047,1
AS31547,1
AS54725,1
AS133734,1
AS133735,1
AS394450,1
AS394452,1
AS46760,1
AS62833,1
AS33616,1
AS401117,1
AS133322,1
AS40417,1
AS40263,1
AS62624,1
AS399282,1
AS11247,4
AS22332,4
AS30038,1
AS29097,1
AS36327,1
AS399687,1
AS27257,2
AS209006,2
AS11640,1
AS53513,1
AS18596,1
AS31877,1
AS400194,1
AS214648,1
AS400190,1
AS51259,1
AS401077,1
AS198847,1
AS54798,1
AS399426,2
AS397545,1
AS329006,1
AS16578,1
AS399558,1
AS20047,1
AS400535,1
AS21714,1
AS53586,2
AS40762,1
AS203115,1
AS395859,1
AS394302,2
AS401110,1
AS30150,1
AS29430,1
AS32953,1
AS53732,1
AS398488,1
AS5062,1
AS36149,1
AS394678,1
AS26546,1
AS13360,1
AS5726,2
AS1096,1
AS32278,1
AS64107,1
AS22639,1
AS212054,1
AS14763,1
AS18454,1
AS33692,1
AS40497,1
AS26857,2
AS31084,1
AS23116,1
AS9332,1
AS401854,1
AS40692,1
AS207315,1
AS19193,1
AS63104,1
AS40838,1
AS17306,2
AS25864,1
AS25979,1
AS714,1
AS8103,22
AS35040,8
AS22317,1
AS15218,13
AS760,1
AS8519,1
AS2546,1
AS25973,1
AS30371,1
AS16260,1
AS35052,2
AS215286,1
AS212691,2
AS154155,2
AS154185,4
AS206725,1
AS201567,1
AS203045,1
AS202886,1
AS202928,1
AS202878,1
AS64449,2
AS202739,1
AS202731,1
AS215561,1
AS212267,2
AS206128,1
AS50169,1
AS49745,3
AS206946,3
AS206740,2
AS12488,1
AS197885,1
AS214517,1
AS208733,1
AS206155,1
AS211509,11
AS205956,1
AS213237,1
AS35062,2
AS41948,1
AS199086,1
AS24868,1
AS212704,1
AS58132,2
AS204012,1
AS401551,2
AS214592,2
AS204423,1
AS204345,1
AS204307,4
AS214450,1
AS202039,1
AS200306,6
AS200301,1
AS200300,1
AS213103,2
AS209933,1
AS39420,1
AS206671,1
AS206253,2
AS35675,1
AS208907,1
AS213210,1
AS208447,1
AS204911,1
AS209075,2
AS204882,2
AS215872,1
AS208713,1
AS208658,1
AS208584,2
AS139321,2
AS208562,1
AS208391,1
AS208242,1
AS204946,1
AS210360,1
AS204867,1
AS50643,1
AS207880,1
AS215472,10
AS207824,1
AS212170,1
AS206218,2
AS207632,2
AS207563,1
AS207491,1
AS198373,1
AS207455,2
AS212746,5
AS207411,1
AS209718,6
AS212594,1
AS47937,1
AS206161,1
AS204931,3
AS206477,5
AS207278,4
AS210660,1
AS206384,1
AS213376,1
AS213364,1
AS214044,2
AS213330,1
AS213204,2
AS213003,1
AS213092,10
AS213032,3
AS209569,1
AS212998,1
AS212834,1
AS212899,1
AS44471,1
AS212515,1
AS212596,1
AS212518,1
AS212495,1
AS212135,1
AS211638,1
AS211586,1
AS211514,3
AS211523,1
AS52192,1
AS57483,5
AS211169,4
AS198902,1
AS211088,2
AS209878,1
AS211042,2
AS211005,1
AS198457,1
AS213626,2
AS214307,2
AS215499,1
AS212950,2
AS212322,1
AS211939,1
AS207754,5
AS207126,1
AS215692,2
AS205079,1
AS204162,1
AS1132,1
AS210961,1
AS202560,1
AS210454,1
AS61298,3
AS216441,2
AS216352,2
AS33988,2
AS50395,3
AS29607,1
AS196960,1
AS51861,19
AS212488,1
AS203269,1
AS205031,1
AS214400,2
AS30887,1
AS202068,1
AS8949,2
AS215948,1
AS215760,1
AS45038,1
AS216021,1
AS198903,1
AS215956,43
AS214712,1
AS212018,1
AS204254,11
AS198053,1
AS207111,3
AS64424,1
AS198378,4
AS210945,1
AS210825,2
AS210941,1
AS210833,3
AS57964,1
AS210775,6
AS210887,2
AS206835,1
AS210562,4
AS210173,1
AS212925,2
AS209460,2
AS62256,1
AS215332,1
AS207947,2
AS207716,5
AS206402,1
AS209105,7
AS206020,2
AS206072,1
AS206290,5
AS62430,1
AS47368,4
AS56997,1
AS204617,2
AS204181,1
AS204660,1
AS204571,1
AS204186,1
AS213366,2
AS202729,1
AS202728,1
AS212900,2
AS202647,3
AS202351,1
AS201377,1
AS211992,1
AS211207,1
AS201257,1
AS200372,5
AS200368,1
AS212354,1
AS200305,1
AS200258,1
AS200270,2
AS213472,1
AS56762,4
AS61218,3
AS199591,1
AS205740,1
AS199392,1
AS206081,1
AS198824,1
AS216391,1
AS216091,4
AS216233,1
AS216105,1
AS215936,1
AS215912,1
AS215777,1
AS215629,1
AS215627,1
AS200605,1
AS215582,1
AS49752,3
AS215574,1
AS215544,2
AS215509,1
AS215495,2
AS215494,1
AS215387,1
AS215197,1
AS213368,5
AS215131,1
AS215060,1
AS35327,1
AS214740,1
AS214262,5
AS214134,1
AS214064,1
AS214030,3
AS214017,1
AS213997,1
AS213748,4
AS215295,2
AS214147,5
AS213813,1
AS213767,2
AS205602,4
AS213655,4
AS211479,3
AS206493,2
AS216428,1
AS212977,1
AS60391,7
AS199249,1
AS199678,1
AS206351,1
AS205969,1
AS199268,1
AS200694,1
AS2485,2
AS211715,2
AS210577,1
AS198453,1
AS207076,1
AS29478,1
AS199302,1
AS31451,1
AS215041,2
AS212037,1
AS199217,1
AS210434,1
AS214486,2
AS215359,1
AS62245,1
AS203496,1
AS203696,1
AS199852,1
AS215153,7
AS211879,1
AS13040,1
AS202733,1
AS210729,1
AS204003,2
AS210564,1
AS50967,1
AS39880,1
AS215236,5
AS56662,2
AS204828,1
AS203415,2
AS212002,1
AS200479,1
AS215869,1
AS215805,1
AS204711,1
AS204228,1
AS16375,1
AS50683,1
AS198660,1
AS207394,1
AS214645,1
AS41709,1
AS1922,1
AS211696,3
AS208818,1
AS214810,1
AS212894,1
AS39004,1
AS206788,2
AS212125,1
AS212034,3
AS1883,1
AS209844,1
AS211723,1
AS211722,16
AS58247,3
AS205413,1
AS60275,1
AS212129,3
AS210466,2
AS57295,1
AS212464,1
AS214759,2
AS62396,1
AS50838,9
AS204088,1
AS206321,1
AS207575,1
AS207583,1
AS207576,1
AS201173,1
AS201129,1
AS216418,3
AS212737,1
AS203881,1
AS214840,1
AS203838,1
AS6890,1
AS6766,1
AS200149,1
AS203692,1
AS207748,2
AS197569,1
AS214784,2
AS212467,1
AS207424,2
AS42063,1
AS210475,4
AS59524,1
AS39107,1
AS48625,1
AS212674,1
AS8961,1
AS15398,1
AS49762,1
AS1967,1
AS213106,3
AS58562,1
AS131119,2
AS45220,1
AS45494,1
AS24474,1
AS149000,1
AS150035,1
AS149064,1
AS149289,1
AS150805,3
AS149347,1
AS135181,1
AS134897,1
AS149520,1
AS139192,1
AS153744,1
AS149787,1
AS140043,1
AS149830,1
AS137104,1
AS150296,1
AS149867,1
AS136369,1
AS149991,1
AS149993,1
AS150146,1
AS150177,1
AS150286,1
AS139602,4
AS142325,1
AS147284,1
AS139618,8
AS4803,1
AS137053,1
AS150314,1
AS137045,1
AS138299,1
AS150068,1
AS150007,1
AS150238,1
AS150268,2
AS139660,2
AS142524,1
AS137116,1
AS150413,1
AS150440,1
AS138770,1
AS150561,1
AS132458,1
AS151080,4
AS133804,1
AS150656,1
AS150430,1
AS139787,1
AS150791,1
AS150626,1
AS18054,1
AS151182,1
AS142377,1
AS151112,1
AS136375,1
AS131203,1
AS138228,1
AS134410,1
AS136339,1
AS151642,1
AS140213,1
AS133716,1
AS135602,1
AS136992,1
AS151687,1
AS136945,1
AS38722,1
AS9743,1
AS152147,1
AS135813,1
AS151884,1
AS152192,1
AS138471,1
AS152327,1
AS10104,4
AS140579,1
AS152567,1
AS152853,1
AS141172,1
AS138327,1
AS151579,1
AS152821,1
AS152925,1
AS153037,1
AS133967,1
AS400105,1
AS153169,1
AS140868,3
AS152963,1
AS151656,1
AS152975,1
AS152986,1
AS134249,2
AS140981,1
AS135103,3
AS153023,1
AS139921,1
AS153456,1
AS153423,1
AS139469,1
AS136677,1
AS153439,1
AS153443,1
AS140146,1
AS153270,1
AS153622,1
AS138708,1
AS139727,1
AS153654,1
AS136709,1
AS153743,1
AS153782,1
AS153859,1
AS141439,1
AS132841,1
AS135877,2
AS141704,1
AS141564,1
AS141817,1
AS133253,1
AS133254,1
AS133258,1
AS133264,1
AS54192,1
AS131755,1
AS141780,1
AS142000,1
AS141882,1
AS135801,1
AS141798,1
AS138056,1
AS138719,1
AS141849,1
AS29473,1
AS142446,1
AS142537,1
AS142495,1
AS38323,1
AS140129,1
AS137119,1
AS146964,1
AS136057,1
AS140156,1
AS147067,1
AS64071,1
AS775,1
AS27661,2
AS273288,1
AS273282,1
AS264684,1
AS5401,3
AS6825,2
AS15776,1
AS35663,1
AS57723,1
AS44325,1
AS51103,1
AS214042,2
AS200216,10
AS204335,1
AS205227,4
AS215819,1
AS215427,13
AS215434,6
AS215568,15
AS206085,1
AS216364,3
AS205563,1
AS214343,8
AS8938,1
AS8246,1
AS28683,2
AS328206,1
AS327917,1
AS328312,1
AS395326,1
AS61126,1
AS229,1
AS22245,1
AS29955,1
AS12635,2
AS202818,3
AS250,1
AS208333,8
AS6067,1
AS37899,5
AS147051,4
AS149512,3
AS151055,2
AS149006,1
AS206434,2
AS149056,1
AS149476,7
AS133429,2
AS216452,5
AS208690,6
AS149500,18
AS151192,1
AS150404,17
AS151669,1
AS135395,3
AS204185,4
AS132586,1
AS153219,1
AS210445,8
AS202820,1
AS24545,1
AS149104,1
AS149779,2
AS45061,3
AS149857,1
AS136011,1
AS65780,2
AS216401,37
AS60445,2
AS150006,1
AS133442,1
AS153344,1
AS134861,1
AS149134,1
AS24234,1
AS24362,1
AS136272,3
AS150659,2
AS140877,13
AS204174,3
AS151331,6
AS199436,7
AS150785,1
AS203472,6
AS13981,1
AS18231,3
AS151175,2
AS212483,4
AS151399,6
AS151403,14
AS214633,1
AS17433,1
AS152187,1
AS215050,3
AS150368,2
AS136527,2
AS216173,2
AS136600,1
AS150860,1
AS131298,1
AS150868,1
AS136276,1
AS150897,1
AS152112,1
AS151420,2
AS9409,1
AS7674,1
AS19807,1
AS59000,1
AS152182,1
AS132895,1
AS216123,4
AS63778,1
AS206729,3
AS135785,1
AS152526,1
AS59103,2
AS10138,1
AS23734,1
AS133446,1
AS153476,1
AS153522,1
AS142419,2
AS153663,3
AS136739,2
AS209650,4
AS215786,18
AS132383,1
AS132567,3
AS150071,1
AS133306,1
AS135304,1
AS151810,4
AS139311,4
AS26445,2
AS140945,1
AS135302,1
AS137256,6
AS141706,4
AS133492,3
AS133959,1
AS7645,1
AS137306,1
AS47365,1
AS21775,1
AS46025,1
AS43603,1
AS138445,1
AS136559,1
AS133846,5
AS135605,1
AS132362,1
AS132352,1
AS137219,1
AS134997,1
AS138631,2
AS141223,1
AS139677,1
AS142540,1
AS139308,1
AS137548,1
AS138966,1
AS135646,1
AS136985,1
AS138686,1
AS139073,1
AS141376,2
AS6921,1
AS138986,1
AS150414,2
AS132088,16
AS132106,1
AS137797,1
AS134723,1
AS59803,3
AS142435,1
AS150139,1
AS149103,1
AS137657,1
AS149495,1
AS17964,2
AS64087,2
AS215084,5
AS213903,5
AS207338,2
AS205927,2
AS139859,2
AS394749,4
AS138938,1
AS2571,16
AS59347,9
AS137937,2
AS139233,1
AS139264,1
AS139702,2
AS139882,2
AS9415,1
AS55702,1
AS45787,1
AS55524,1
AS55746,1
AS9431,1
AS18012,1
AS64075,8
AS18227,1
AS138560,9
AS137840,1
AS134442,1
AS135150,1
AS24124,2
AS139216,4
AS138990,13
AS199974,1
AS136895,1
AS3605,1
AS56196,1
AS138946,1
AS140675,1
AS138919,2
AS138586,1
AS138981,1
AS149030,1
AS57401,3
AS46062,1
AS24239,5
AS209300,5
AS142281,1
AS142130,7
AS142282,2
AS24144,1
AS138891,1
AS139281,1
AS138748,1
AS132198,1
AS149778,2
AS139782,23
AS147028,7
AS138405,1
AS55898,1
AS17719,2
AS38443,1
AS38899,1
AS141173,2
AS209557,5
AS139976,1
AS63121,2
AS149146,2
AS142438,5
AS210041,4
AS151418,2
AS151494,2
AS151785,3
AS151814,5
AS151187,4
AS210384,3
AS140682,3
AS7721,6
AS200078,4
AS153330,5
AS153332,5
AS152631,5
AS139791,6
AS203236,4
AS212831,8
AS212690,2
AS141429,2
AS208698,3
AS134477,1
AS141712,1
AS142164,4
AS153633,2
AS140915,7
AS211575,13
AS150141,2
AS153458,2
AS152892,2
AS150373,2
AS216342,2
AS151194,14
AS153376,3
AS138535,2
AS151674,2
AS136591,2
AS134488,1
AS209294,5
AS152118,2
AS142642,2
AS142553,2
AS213215,2
AS142586,7
AS137908,7
AS216056,7
AS151673,6
AS151202,3
AS39753,9
AS139589,6
AS203804,1
AS133555,7
AS137835,1
AS138401,2
AS138211,3
AS208618,2
AS150173,3
AS152911,5
AS140938,12
AS136725,2
AS137436,2
AS153185,2
AS153186,2
AS153187,2
AS153189,2
AS153190,2
AS149510,2
AS153331,2
AS153333,2
AS132623,2
AS152921,2
AS153057,2
AS153168,2
AS153170,2
AS153171,2
AS153172,2
AS152922,2
AS152930,2
AS153033,2
AS153034,2
AS132479,2
AS214720,3
AS139231,2
AS136535,2
AS199932,1
AS138632,2
AS139249,1
AS152134,1
AS152598,2
AS152697,3
AS151193,1
AS209306,2
AS140498,1
AS141445,2
AS142641,3
AS139317,8
AS140402,1
AS9221,7
AS140616,1
AS132253,1
AS24171,1
AS38840,1
AS396303,7
AS38173,6
AS150325,2
AS199266,3
AS214675,6
AS207268,3
AS213262,7
AS10153,2
AS141747,1
AS140936,3
AS136409,2
AS63784,1
AS23629,1
AS141268,1
AS151143,1
AS135053,1
AS58691,13
AS133141,1
AS58954,1
AS137610,1
AS18248,1
AS142024,1
AS142045,6
AS9731,1
AS149423,1
AS9267,2
AS135484,1
AS38846,3
AS208148,2
AS24121,2
AS135717,1
AS148982,1
AS139299,2
AS135673,1
AS146991,1
AS149767,1
AS38481,4
AS38551,8
AS132680,6
AS147079,1
AS38620,3
AS55936,1
AS244400,2
AS144698,1
AS144699,1
AS37901,4
AS151303,1
AS45275,6
AS132591,1
AS15147,1
AS10911,12
AS17511,1
AS54201,1
AS400602,1
AS26810,2
AS54058,4
AS13778,5
AS214092,1
AS26701,1
AS30581,3
AS47778,7
AS200536,5
AS401519,3
AS397958,2
AS203314,8
AS211380,9
AS33020,1
AS198342,6
AS46427,5
AS55116,2
AS215909,2
AS62661,1
AS401452,1
AS47614,1
AS62900,2
AS203283,13
AS33760,1
AS11263,2
AS44977,1
AS399652,1
AS399906,1
AS982,1
AS23026,5
AS399685,1
AS397727,1
AS394999,1
AS11875,1
AS400370,1
AS17050,1
AS395522,1
AS401068,1
AS22729,1
AS396015,1
AS30179,1
AS13362,1
AS16926,5
AS11761,1
AS205941,14
AS266,1
AS402072,1
AS215207,3
AS54074,1
AS13622,1
AS11007,1
AS400358,1
AS401932,3
AS401898,1
AS401880,1
AS401869,1
AS401659,16
AS11703,1
